,predicate,subject,object,score
14732,10845,11993,9589,0.0
14733,9151,11993,10403,0.0
14734,6617,11993,9306,0.0
14735,7982,11993,9658,0.0
14736,10759,11993,10265,0.0
14737,10353,11993,10263,0.0
14738,4259,11993,9521,0.0
14739,6124,11993,9284,0.0
14740,10949,11993,10399,0.0
14741,6169,11993,10401,0.0
14742,10957,11993,9761,0.0
14743,11835,11993,5834,0.0
14744,4427,11993,9383,0.0
14745,2361,11993,2284,0.0
14746,5793,11993,8858,0.0
14747,8958,11993,10266,0.0
14748,5263,11993,8576,0.0
14749,3203,11993,9681,0.0
14750,7969,11993,9324,0.0
14751,8116,11993,1495,0.0
14752,9859,11993,9445,0.0
14753,8058,11993,1517,0.0
14754,3586,11993,2284,0.0
14755,3742,11993,9521,0.0
14756,3179,11993,9341,0.0
14757,4313,11993,1531,0.0
14758,4353,11993,8859,0.0
14759,10681,11993,10431,0.0
14760,8286,11993,9420,0.0
14761,11621,11993,9987,0.0
14762,6897,11993,10406,0.0
14763,5954,11993,9762,0.0
14764,4586,11993,9302,0.0
14765,5418,11993,10405,0.0
14766,2632,11993,1580,0.0
14767,3871,11993,10067,0.0
14768,3356,11993,2672,0.0
14769,8017,11993,9396,0.0
14770,8923,11993,9404,0.0
14771,11877,11993,1530,0.0
14772,11020,11993,9975,0.0
14773,9110,11993,5558,0.0
14774,6278,11993,11257,0.0
14775,7234,11993,9398,0.0
14776,7296,11993,1745,0.0
14777,8097,11993,9348,0.0
14778,8552,11993,9430,0.0
14779,4851,11993,9396,0.0
14780,7124,11993,10265,0.0
14781,6473,11993,9350,0.0
14782,11674,11993,10429,0.0
14783,4818,11993,9761,0.0
14784,5214,11993,1833,0.0
14785,9065,11993,10288,0.0
14786,10310,11993,10438,0.0
14787,7743,11993,5883,0.0
14788,5889,11993,10398,0.0
14789,9207,11993,8528,0.0
14790,4539,11993,1524,0.0
14791,3155,11993,10278,0.0
14792,9132,11993,1851,0.0
14793,5441,11993,11035,0.0
14794,3028,11993,4715,0.0
14795,3538,11993,11115,0.0
14796,10278,11993,9517,0.0
14797,9791,11993,9517,0.0
14798,3734,11993,2738,0.0
14799,4362,11993,10471,0.0
14800,4933,11993,11183,0.0
14801,8622,11993,9384,0.0
14802,4723,11993,9762,0.0
14803,10256,11993,5957,0.0
14804,4241,11993,10441,0.0
14805,5826,11993,9988,0.0
14806,8403,11993,5920,0.0
14807,11721,11993,5592,0.0
14808,2423,11993,5601,0.0
14809,5504,11993,6766,0.0
14810,11873,11993,9659,0.0
14811,8564,11993,10471,0.0
14812,7789,11993,9324,0.0
14813,5229,11993,11115,0.0
14814,8283,11993,9990,0.0
14815,11136,11993,10440,0.0
14816,3066,11993,9425,0.0
14817,3632,11993,5806,0.0
14818,7630,11993,9464,0.0
14819,11629,11993,9371,0.0
14820,8041,11993,1523,0.0
14821,9668,11993,10400,0.0
14822,3543,11993,11059,0.0
14823,10295,11993,9762,0.0
14824,10127,11993,9434,0.0
14825,7974,11993,1528,0.0
14826,2054,11993,9330,0.0
14827,7398,11993,8863,0.0
14828,8830,11993,4723,0.0
14829,11943,11993,10263,0.0
14830,6855,11993,9827,0.0
14831,3461,11993,8833,0.0
14832,2810,11993,2395,0.0
14833,4889,11993,2729,0.0
14834,9418,11993,8598,0.0
14835,4603,11993,9977,0.0
14836,4932,11993,9395,0.0
14837,5541,11993,9762,0.0
14838,11476,11993,9372,0.0
14839,9980,11993,8784,0.0
14840,3843,11993,8566,0.0
14841,2194,11993,10427,0.0
14842,4882,11993,1529,0.0
14843,1770,11993,9973,0.0
14844,4121,11993,9990,0.0
14845,8600,11993,11109,0.0
14846,1699,11993,10471,0.0
14847,2327,11993,9429,0.0
14848,2559,11993,1508,0.0
14849,11535,11993,11184,0.0
14850,11650,11993,4649,0.0
14851,3521,11993,9590,0.0
14852,7297,11993,9977,0.0
14853,11907,11993,10443,0.0
14854,8082,11993,11253,0.0
14855,3662,11993,9874,0.0
14856,8537,11993,9408,0.0
14857,3552,11993,9303,0.0
14858,11950,11993,9401,0.0
14859,5784,11993,11219,0.0
14860,8674,11993,9872,0.0
14861,3953,11993,2663,0.0
14862,11154,11993,2148,0.0
14863,2238,11993,11260,0.0
14864,4391,11993,9325,0.0
14865,11075,11993,9762,0.0
14866,7273,11993,9383,0.0
14867,3687,11993,1545,0.0
14868,2878,11993,9273,0.0
14869,9698,11993,9389,0.0
14870,7461,11993,10401,0.0
14871,10143,11993,6752,0.0
14872,8953,11993,9390,0.0
14873,8959,11993,6719,0.0
14874,4230,11993,10435,0.0
14875,2988,11993,9621,0.0
14876,6709,11993,9453,0.0
14877,10070,11993,9468,0.0
14878,4244,11993,1507,0.0
14879,2671,11993,4715,0.0
14880,3772,11993,9528,0.0
14881,4294,11993,9302,0.0
14882,7747,11993,8833,0.0
14883,8169,11993,9592,0.0
14884,7671,11993,9761,0.0
14885,8246,11993,9453,0.0
14886,5947,11993,9261,0.0
14887,9509,11993,10458,0.0
14888,11906,11993,9591,0.0
14889,8079,11993,10064,0.0
14890,7009,11993,9979,0.0
14891,1558,11993,9517,0.0
14892,4183,11993,9461,0.0
14893,4350,11993,1566,0.0
14894,2105,11993,9393,0.0
14895,8250,11993,9425,0.0
14896,9063,11993,8580,0.0
14897,6428,11993,8859,0.0
14898,1898,11993,9402,0.0
14899,7693,11993,1954,0.0
14900,8474,11993,10267,0.0
14901,3958,11993,1502,0.0
14902,9970,11993,9369,0.0
14903,8775,11993,10436,0.0
14904,7968,11993,1551,0.0
14905,11360,11993,1596,0.0
14906,4726,11993,2247,0.0
14907,4917,11993,9425,0.0
14908,3689,11993,9586,0.0
14909,10354,11993,10436,0.0
14910,6481,11993,10271,0.0
14911,10787,11993,9423,0.0
14912,11716,11993,11115,0.0
14913,5487,11993,9678,0.0
14914,9551,11993,9762,0.0
14915,7757,11993,1523,0.0
14916,10390,11993,9401,0.0
14917,3666,11993,8325,0.0
14918,10311,11993,9394,0.0
14919,3769,11993,9977,0.0
14920,2850,11993,5541,0.0
14921,9010,11993,5819,0.0
14922,4608,11993,1537,0.0
14923,5720,11993,9835,0.0
14924,4484,11993,9375,0.0
14925,8349,11993,2999,0.0
14926,4978,11993,5991,0.0
14927,5343,11993,9408,0.0
14928,10346,11993,10428,0.0
14929,7560,11993,9343,0.0
14930,7854,11993,1534,0.0
14931,7237,11993,11348,0.0
14932,9256,11993,9462,0.0
14933,9425,11993,9517,0.0
14934,5997,11993,5549,0.0
14935,4684,11993,1539,0.0
14936,10600,11993,1606,0.0
14937,4590,11993,1547,0.0
14938,6451,11993,10443,0.0
14939,5925,11993,6332,0.0
14940,11984,11993,9319,0.0
14941,2235,11993,11114,0.0
14942,4504,11993,10447,0.0
14943,7386,11993,6050,0.0
14944,6392,11993,9398,0.0
14945,9183,11993,10411,0.0
14946,3866,11993,9280,0.0
14947,5993,11993,1554,0.0
14948,7889,11993,9274,0.0
14949,11441,11993,10463,0.0
14950,7466,11993,5592,0.0
14951,4510,11993,6496,0.0
14952,6462,11993,2796,0.0
14953,7533,11993,9288,0.0
14954,2800,11993,4715,0.0
14955,3578,11993,10410,0.0
14956,9270,11993,9517,0.0
14957,5892,11993,9397,0.0
14958,5201,11993,9403,0.0
14959,6668,11993,9359,0.0
14960,5046,11993,1574,0.0
14961,10023,11993,8386,0.0
14962,4319,11993,5961,0.0
14963,4720,11993,3001,0.0
14964,9022,11993,4715,0.0
14965,7085,11993,9528,0.0
14966,4560,11993,1569,0.0
14967,3999,11993,5535,0.0
14968,7569,11993,2729,0.0
14969,7980,11993,11244,0.0
14970,11558,11993,11114,0.0
14971,9015,11993,9340,0.0
14972,10924,11993,9975,0.0
14973,11397,11993,1510,0.0
14974,9699,11993,10446,0.0
14975,5207,11993,9485,0.0
14976,11468,11993,10063,0.0
14977,10571,11993,5876,0.0
14978,5988,11993,9402,0.0
14979,2574,11993,9554,0.0
14980,4742,11993,9428,0.0
14981,8469,11993,9831,0.0
14982,10071,11993,9354,0.0
14983,3831,11993,8324,0.0
14984,5032,11993,11041,0.0
14985,5501,11993,10428,0.0
14986,11357,11993,9349,0.0
14987,6265,11993,11112,0.0
14988,5982,11993,10400,0.0
14989,8213,11993,9357,0.0
14990,3869,11993,9262,0.0
14991,5406,11993,4572,0.0
14992,5471,11993,9554,0.0
14993,6191,11993,9316,0.0
14994,5654,11993,10270,0.0
14995,8016,11993,9310,0.0
14996,7820,11993,8860,0.0
14997,4611,11993,2395,0.0
14998,3387,11993,8397,0.0
14999,9565,11993,9676,0.0
15000,2427,11992,979,1.0
15001,8390,11992,407,1.0
15002,9493,11992,582,1.0
15003,2751,11992,496,1.0
15004,11972,11992,221,1.0
15005,2354,11992,995,1.0
15006,5501,11992,1000,1.0
15007,6129,11992,400,1.0
15008,2624,11992,489,1.0
15009,6254,11992,438,1.0
15010,2996,11992,466,1.0
15011,2247,11992,571,1.0
15012,2301,11992,567,1.0
15013,5485,11992,500,1.0
15014,5277,11992,1024,1.0
15015,6418,11992,755,1.0
15016,2213,11992,370,1.0
15017,5509,11992,352,1.0
15018,10849,11992,900,1.0
15019,3011,11992,769,1.0
15020,2396,11992,858,1.0
15021,5791,11992,320,1.0
15022,6437,11992,142,1.0
15023,2282,11992,407,1.0
15024,9569,11992,580,1.0
15025,8384,11992,1003,1.0
15026,1723,11992,528,1.0
15027,2204,11992,184,1.0
15028,2032,11992,1251,1.0
15029,2764,11992,1326,1.0
15030,2326,11992,558,1.0
15031,9481,11992,439,1.0
15032,2740,11992,400,1.0
15033,2698,11992,1250,1.0
15034,2765,11992,439,1.0
15035,6674,11992,378,1.0
15036,8748,11992,840,1.0
15037,2523,11992,787,1.0
15038,6509,11992,382,1.0
15039,5483,11992,665,1.0
15040,8317,11992,906,1.0
15041,6571,11992,868,1.0
15042,6707,11992,610,1.0
15043,6124,11992,264,1.0
15044,1903,11992,830,1.0
15045,5795,11992,418,1.0
15046,6106,11992,53,1.0
15047,2155,11992,787,1.0
15048,2419,11992,868,1.0
15049,8798,11992,783,1.0
15050,2205,11992,661,1.0
15051,10109,11992,32,1.0
15052,6466,11992,1340,1.0
15053,6022,11992,639,1.0
15054,8730,11992,610,1.0
15055,10099,11992,143,1.0
15056,8389,11992,32,1.0
15057,1521,11992,239,1.0
15058,1852,11992,783,1.0
15059,1945,11992,496,1.0
15060,6756,11992,260,1.0
15061,2404,11992,409,1.0
15062,1969,11992,637,1.0
15063,1891,11992,637,1.0
15064,1601,11992,370,1.0
15065,2196,11992,372,1.0
15066,6018,11992,735,1.0
15067,2648,11992,1078,1.0
15068,5921,11992,840,1.0
15069,5784,11992,996,1.0
15070,6615,11992,63,1.0
15071,8620,11992,382,1.0
15072,11306,11992,1222,1.0
15073,6582,11992,1102,1.0
15074,2056,11992,864,1.0
15075,6634,11992,558,1.0
15076,5904,11992,625,1.0
15077,6594,11992,438,1.0
15078,6356,11992,199,1.0
15079,6614,11992,402,1.0
15080,1566,11992,520,1.0
15081,6254,11992,16,1.0
15082,6373,11992,28,1.0
15083,2357,11992,1259,1.0
15084,5829,11992,805,1.0
15085,6539,11992,610,1.0
15086,8400,11992,536,1.0
15087,11281,11992,637,1.0
15088,6190,11992,20,1.0
15089,6495,11992,1217,1.0
15090,2590,11992,184,1.0
15091,5563,11992,352,1.0
15092,6358,11992,197,1.0
15093,9783,11992,580,1.0
15094,11033,11992,326,1.0
15095,2082,11992,843,1.0
15096,2692,11992,336,1.0
15097,6151,11992,520,1.0
15098,2522,11992,1339,1.0
15099,8779,11992,414,1.0
15100,2722,11992,820,1.0
15101,5581,11992,1255,1.0
15102,9738,11992,1307,1.0
15103,2215,11992,912,1.0
15104,6453,11992,868,1.0
15105,2386,11992,337,1.0
15106,6528,11992,520,1.0
15107,2803,11992,903,1.0
15108,2944,11992,303,1.0
15109,2034,11992,409,1.0
15110,5919,11992,625,1.0
15111,1751,11992,649,1.0
15112,2268,11992,626,1.0
15113,1500,11992,841,1.0
15114,1546,11992,560,1.0
15115,4041,11992,391,1.0
15116,2795,11992,391,1.0
15117,8722,11992,651,1.0
15118,6348,11992,996,1.0
15119,11034,11992,163,1.0
15120,2659,11992,132,1.0
15121,1645,11992,1469,1.0
15122,11818,11992,990,1.0
15123,6285,11992,1087,1.0
15124,8403,11992,213,1.0
15125,6245,11992,157,1.0
15126,2632,11992,28,1.0
15127,2047,11992,733,1.0
15128,1990,11992,29,1.0
15129,2989,11992,922,1.0
15130,11310,11992,906,1.0
15131,2010,11992,1481,1.0
15132,8838,11992,690,1.0
15133,8392,11992,143,1.0
15134,8730,11992,751,1.0
15135,11510,11992,583,1.0
15136,2344,11992,1196,1.0
15137,1825,11992,867,1.0
15138,5556,11992,582,1.0
15139,1539,11992,788,1.0
15140,5867,11992,643,1.0
15141,8514,11992,572,1.0
15142,2991,11992,407,1.0
15143,1728,11992,1238,1.0
15144,1911,11992,554,1.0
15145,11309,11992,561,1.0
15146,5631,11992,996,1.0
15147,5493,11992,370,1.0
15148,11189,11992,958,1.0
15149,2493,11992,775,1.0
15150,2954,11992,293,1.0
15151,5912,11992,322,1.0
15152,8542,11992,166,1.0
15153,5478,11992,382,1.0
15154,2809,11992,1273,1.0
15155,2511,11992,916,1.0
15156,4647,11992,259,1.0
15157,1761,11992,980,1.0
15158,1686,11992,422,1.0
15159,6166,11992,924,1.0
15160,1968,11992,859,1.0
15161,5679,11992,902,1.0
15162,2045,11992,1146,1.0
15163,5934,11992,261,1.0
15164,2178,11992,372,1.0
15165,8556,11992,690,1.0
15166,1687,11992,496,1.0
15167,2702,11992,613,1.0
15168,8496,11992,150,1.0
15169,2136,11992,529,1.0
15170,5967,11992,599,1.0
15171,6538,11992,331,1.0
15172,2825,11992,912,1.0
15173,2276,11992,1181,1.0
15174,2137,11992,290,1.0
15175,11295,11992,1144,1.0
15176,5494,11992,481,1.0
15177,6477,11992,359,1.0
15178,8341,11992,196,1.0
15179,2052,11992,733,1.0
15180,6183,11992,612,1.0
15181,6361,11992,426,1.0
15182,2706,11992,382,1.0
15183,1793,11992,800,1.0
15184,5390,11992,400,1.0
15185,2456,11992,309,1.0
15186,8404,11992,391,1.0
15187,6214,11992,1424,1.0
15188,1580,11992,746,1.0
15189,8745,11992,820,1.0
15190,2338,11992,890,1.0
15191,2806,11992,783,1.0
15192,2520,11992,783,1.0
15193,1635,11992,1393,1.0
15194,5945,11992,643,1.0
15195,5623,11992,1033,1.0
15196,2211,11992,20,1.0
15197,2862,11992,578,1.0
15198,6206,11992,820,1.0
15199,5919,11992,382,1.0
15200,2601,11992,922,1.0
15201,1509,11992,855,1.0
15202,8304,11992,912,1.0
15203,1621,11992,610,1.0
15204,2669,11992,1133,1.0
15205,2560,11992,506,1.0
15206,4656,11992,610,1.0
15207,2660,11992,843,1.0
15208,2636,11992,347,1.0
15209,2540,11992,832,1.0
15210,2297,11992,331,1.0
15211,8671,11992,678,1.0
15212,5742,11992,382,1.0
15213,8379,11992,199,1.0
15214,2043,11992,456,1.0
15215,9622,11992,752,1.0
15216,6246,11992,1397,1.0
15217,2128,11992,382,1.0
15218,1578,11992,601,1.0
15219,1914,11992,94,1.0
15220,5984,11992,921,1.0
15221,10672,11992,899,1.0
15222,5691,11992,708,1.0
15223,5751,11992,1424,1.0
15224,2502,11992,382,1.0
15225,1671,11992,365,1.0
15226,8299,11992,922,1.0
15227,1773,11992,1102,1.0
15228,8328,11992,27,1.0
15229,2158,11992,414,1.0
15230,5490,11992,853,1.0
15231,1966,11992,422,1.0
15232,6129,11992,209,1.0
15233,5700,11992,625,1.0
15234,5685,11992,118,1.0
15235,5862,11992,29,1.0
15236,6460,11992,472,1.0
15237,11362,11992,658,1.0
15238,5677,11992,868,1.0
15239,2350,11992,1153,1.0
15240,8515,11992,282,1.0
15241,2107,11992,31,1.0
15242,6591,11992,637,1.0
15243,9553,11992,747,1.0
15244,2138,11992,192,1.0
15245,2125,11992,1054,1.0
15246,3201,11992,562,1.0
15247,6414,11992,20,1.0
15248,6494,11992,292,1.0
15249,5672,11992,509,1.0
15250,1558,11992,402,1.0
15251,6421,11992,820,1.0
15252,6445,11992,637,1.0
15253,2973,11992,890,1.0
15254,5717,11992,562,1.0
15255,6006,11992,402,1.0
15256,6023,11992,393,1.0
15257,1847,11992,1332,1.0
15258,2230,11992,110,1.0
15259,2529,11992,570,1.0
15260,1733,11992,714,1.0
15261,8783,11992,217,1.0
15262,8590,11992,1450,1.0
15263,6042,11992,352,1.0
15264,5624,11992,558,1.0
15265,6485,11992,438,1.0
15266,1759,11992,891,1.0
15267,1981,11992,1094,1.0
15268,5749,11992,1424,1.0
15269,2797,11992,409,1.0
15270,5984,11992,507,1.0
15271,2490,11992,414,1.0
15272,10180,11992,499,1.0
15273,1995,11992,783,1.0
15274,5933,11992,209,1.0
15275,6466,11992,1345,1.0
15276,6507,11992,171,1.0
15277,8541,11992,409,1.0
15278,11052,11992,578,1.0
15279,2681,11992,242,1.0
15280,1680,11992,922,1.0
15281,6441,11992,771,1.0
15282,2713,11992,282,1.0
15283,6671,11992,110,1.0
15284,2752,11992,1356,1.0
15285,8698,11992,382,1.0
15286,2008,11992,658,1.0
15287,5801,11992,400,1.0
15288,2947,11992,391,1.0
15289,1716,11992,424,1.0
15290,6459,11992,824,1.0
15291,6120,11992,260,1.0
15292,2404,11992,20,1.0
15293,5771,11992,150,1.0
15294,2148,11992,783,1.0
15295,8586,11992,131,1.0
15296,6071,11992,421,1.0
15297,2949,11992,118,1.0
15298,1915,11992,1285,1.0
15299,6501,11992,500,1.0
15300,6549,11992,637,1.0
15301,6220,11992,1424,1.0
15302,6413,11992,172,1.0
15303,6589,11992,375,1.0
15304,2367,11992,409,1.0
15305,2607,11992,912,1.0
15306,6763,11992,57,1.0
15307,6435,11992,1424,1.0
15308,1568,11992,845,1.0
15309,2668,11992,1328,1.0
15310,9699,11992,438,1.0
15311,6098,11992,322,1.0
15312,8360,11992,233,1.0
15313,5584,11992,393,1.0
15314,1900,11992,1169,1.0
15315,11380,11992,414,1.0
15316,5814,11992,1115,1.0
15317,8412,11992,760,1.0
15318,1620,11992,652,1.0
15319,9712,11992,1476,1.0
15320,9509,11992,582,1.0
15321,6323,11992,542,1.0
15322,5666,11992,421,1.0
15323,1821,11992,568,1.0
15324,2001,11992,372,1.0
15325,5668,11992,820,1.0
15326,2240,11992,1007,1.0
15327,3228,11992,883,1.0
15328,8368,11992,1175,1.0
15329,6156,11992,307,1.0
15330,6235,11992,345,1.0
15331,11508,11992,583,1.0
15332,5725,11992,143,1.0
15333,5728,11992,760,1.0
15334,6357,11992,840,1.0
15335,2534,11992,844,1.0
15336,5729,11992,520,1.0
15337,10784,11992,441,1.0
15338,8513,11992,1139,1.0
15339,2738,11992,266,1.0
15340,9919,11992,600,1.0
15341,5878,11992,32,1.0
15342,5830,11992,809,1.0
15343,8555,11992,574,1.0
15344,8561,11992,233,1.0
15345,2507,11992,347,1.0
15346,5654,11992,1311,1.0
15347,8549,11992,372,1.0
15348,2974,11992,763,1.0
15349,3048,11992,439,1.0
15350,6534,11992,820,1.0
15351,6486,11992,32,1.0
15352,8739,11992,750,1.0
15353,8773,11992,53,1.0
15354,2712,11992,1220,1.0
15355,6764,11992,1485,1.0
15356,2390,11992,1071,1.0
15357,6484,11992,281,1.0
15358,2498,11992,402,1.0
15359,5633,11992,1076,1.0
15360,2700,11992,911,1.0
15361,9856,11992,582,1.0
15362,1646,11992,1226,1.0
15363,5994,11992,322,1.0
15364,5585,11992,989,1.0
15365,9864,11992,134,1.0
15366,8596,11992,470,1.0
15367,5726,11992,12,1.0
15368,6754,11992,520,1.0
15369,2551,11992,375,1.0
15370,1494,11992,500,1.0
15371,8819,11992,470,1.0
15372,5855,11992,680,1.0
15373,5938,11992,1412,1.0
15374,2510,11992,582,1.0
15375,6511,11992,710,1.0
15376,5705,11992,402,1.0
15377,6164,11992,292,1.0
15378,8716,11992,1233,1.0
15379,8376,11992,1000,1.0
15380,1777,11992,980,1.0
15381,9485,11992,1361,1.0
15382,11286,11992,815,1.0
15383,2480,11992,558,1.0
15384,1508,11992,370,1.0
15385,6451,11992,402,1.0
15386,5642,11992,273,1.0
15387,6276,11992,1424,1.0
15388,2776,11992,375,1.0
15389,5756,11992,996,1.0
15390,6648,11992,1251,1.0
15391,1807,11992,492,1.0
15392,1765,11992,325,1.0
15393,8551,11992,121,1.0
15394,6476,11992,578,1.0
15395,6439,11992,1307,1.0
15396,5857,11992,558,1.0
15397,6668,11992,547,1.0
15398,1930,11992,407,1.0
15399,6716,11992,1032,1.0
15400,2667,11992,407,1.0
15401,1861,11992,1046,1.0
15402,5907,11992,1080,1.0
15403,2017,11992,383,1.0
15404,11160,11992,170,1.0
15405,1771,11992,83,1.0
15406,5847,11992,136,1.0
15407,6199,11992,820,1.0
15408,6380,11992,1311,1.0
15409,2454,11992,871,1.0
15410,9694,11992,1251,1.0
15411,5564,11992,1078,1.0
15412,2439,11992,216,1.0
15413,1851,11992,336,1.0
15414,2457,11992,911,1.0
15415,1845,11992,384,1.0
15416,6270,11992,625,1.0
15417,8304,11992,580,1.0
15418,2376,11992,865,1.0
15419,6676,11992,1426,1.0
15420,9516,11992,761,1.0
15421,5705,11992,136,1.0
15422,11347,11992,504,1.0
15423,5719,11992,509,1.0
15424,1926,11992,1133,1.0
15425,6372,11992,938,1.0
15426,2512,11992,842,1.0
15427,6261,11992,1424,1.0
15428,6105,11992,169,1.0
15429,8379,11992,877,1.0
15430,6121,11992,761,1.0
15431,6295,11992,421,1.0
15432,5965,11992,1424,1.0
15433,1610,11992,652,1.0
15434,6721,11992,290,1.0
15435,6359,11992,23,1.0
15436,2817,11992,145,1.0
15437,6510,11992,912,1.0
15438,5734,11992,996,1.0
15439,1837,11992,496,1.0
15440,5524,11992,217,1.0
15441,5507,11992,822,1.0
15442,2464,11992,868,1.0
15443,11062,11992,914,1.0
15444,5590,11992,562,1.0
15445,2035,11992,464,1.0
15446,2288,11992,527,1.0
15447,2496,11992,365,1.0
15448,8616,11992,941,1.0
15449,5924,11992,828,1.0
15450,8800,11992,992,1.0
15451,8305,11992,912,1.0
15452,2356,11992,1445,1.0
15453,5504,11992,347,1.0
15454,6515,11992,996,1.0
15455,1729,11992,580,1.0
15456,2041,11992,1464,1.0
15457,2164,11992,284,1.0
15458,2969,11992,577,1.0
15459,2513,11992,624,1.0
15460,1748,11992,894,1.0
15461,5889,11992,118,1.0
15462,1894,11992,1338,1.0
15463,2154,11992,1244,1.0
15464,8331,11992,349,1.0
15465,2411,11992,911,1.0
15466,2484,11992,24,1.0
15467,6061,11992,142,1.0
15468,6748,11992,212,1.0
15469,1768,11992,916,1.0
15470,8731,11992,903,1.0
15471,5930,11992,975,1.0
15472,2073,11992,246,1.0
15473,1981,11992,382,1.0
15474,2372,11992,1185,1.0
15475,5505,11992,820,1.0
15476,10115,11992,1397,1.0
15477,8329,11992,943,1.0
15478,4380,11992,190,1.0
15479,2219,11992,1002,1.0
15480,6332,11992,402,1.0
15481,5873,11992,1348,1.0
15482,2354,11992,564,1.0
15483,1780,11992,841,1.0
15484,5869,11992,578,1.0
15485,1789,11992,520,1.0
15486,3722,11992,609,1.0
15487,11062,11992,610,1.0
15488,11517,11992,583,1.0
15489,2977,11992,118,1.0
15490,2349,11992,14,1.0
15491,5853,11992,424,1.0
15492,2743,11992,20,1.0
15493,9260,11992,642,1.0
15494,5486,11992,1051,1.0
15495,2396,11992,676,1.0
15496,8353,11992,655,1.0
15497,2982,11992,626,1.0
15498,2469,11992,20,1.0
15499,6033,11992,1175,1.0
15500,4399,11992,402,1.0
15501,2282,11992,518,1.0
15502,2487,11992,424,1.0
15503,9569,11992,949,1.0
15504,5582,11992,438,1.0
15505,1543,11992,774,1.0
15506,8875,11992,217,1.0
15507,2032,11992,375,1.0
15508,2185,11992,354,1.0
15509,5868,11992,68,1.0
15510,2326,11992,1397,1.0
15511,2207,11992,349,1.0
15512,11972,11992,500,1.0
15513,2740,11992,1148,1.0
15514,6739,11992,1273,1.0
15515,8538,11992,157,1.0
15516,8317,11992,561,1.0
15517,6224,11992,996,1.0
15518,6707,11992,106,1.0
15519,6571,11992,48,1.0
15520,6124,11992,951,1.0
15521,2912,11992,1335,1.0
15522,2607,11992,568,1.0
15523,5795,11992,271,1.0
15524,6741,11992,580,1.0
15525,5992,11992,820,1.0
15526,6418,11992,169,1.0
15527,2213,11992,466,1.0
15528,1996,11992,732,1.0
15529,8869,11992,111,1.0
15530,10930,11992,1246,1.0
15531,2205,11992,336,1.0
15532,5540,11992,750,1.0
15533,8375,11992,432,1.0
15534,6022,11992,637,1.0
15535,6437,11992,1080,1.0
15536,8384,11992,215,1.0
15537,9260,11992,1227,1.0
15538,6585,11992,1424,1.0
15539,10099,11992,1068,1.0
15540,8550,11992,897,1.0
15541,5434,11992,165,1.0
15542,8799,11992,970,1.0
15543,9481,11992,438,1.0
15544,11242,11992,612,1.0
15545,1826,11992,1175,1.0
15546,8748,11992,841,1.0
15547,2197,11992,768,1.0
15548,9519,11992,1126,1.0
15549,1685,11992,715,1.0
15550,5804,11992,22,1.0
15551,5599,11992,638,1.0
15552,2031,11992,922,1.0
15553,2383,11992,1222,1.0
15554,1565,11992,1417,1.0
15555,8424,11992,930,1.0
15556,6356,11992,1404,1.0
15557,2524,11992,922,1.0
15558,8634,11992,532,1.0
15559,6764,11992,322,1.0
15560,2419,11992,286,1.0
15561,2357,11992,182,1.0
15562,2461,11992,918,1.0
15563,6724,11992,152,1.0
15564,10109,11992,293,1.0
15565,8499,11992,118,1.0
15566,9583,11992,400,1.0
15567,1571,11992,610,1.0
15568,1647,11992,1222,1.0
15569,5714,11992,562,1.0
15570,6331,11992,919,1.0
15571,1594,11992,414,1.0
15572,6636,11992,118,1.0
15573,1969,11992,410,1.0
15574,8867,11992,1214,1.0
15575,9783,11992,667,1.0
15576,5781,11992,639,1.0
15577,6015,11992,639,1.0
15578,8991,11992,912,1.0
15579,5921,11992,346,1.0
15580,6151,11992,142,1.0
15581,5784,11992,1424,1.0
15582,6519,11992,410,1.0
15583,6665,11992,648,1.0
15584,8620,11992,331,1.0
15585,5610,11992,751,1.0
15586,1502,11992,672,1.0
15587,8662,11992,911,1.0
15588,2034,11992,1254,1.0
15589,2078,11992,209,1.0
15590,10485,11992,1343,1.0
15591,2598,11992,922,1.0
15592,4041,11992,392,1.0
15593,2634,11992,710,1.0
15594,11815,11992,916,1.0
15595,2094,11992,1483,1.0
15596,2659,11992,884,1.0
15597,2223,11992,1155,1.0
15598,5563,11992,801,1.0
15599,8636,11992,382,1.0
15600,1971,11992,894,1.0
15601,6406,11992,867,1.0
15602,2989,11992,786,1.0
15603,2082,11992,415,1.0
15604,2010,11992,145,1.0
15605,5655,11992,409,1.0
15606,6282,11992,820,1.0
15607,5857,11992,242,1.0
15608,1867,11992,1401,1.0
15609,5556,11992,121,1.0
15610,2123,11992,753,1.0
15611,5983,11992,627,1.0
15612,6453,11992,48,1.0
15613,2243,11992,629,1.0
15614,2803,11992,582,1.0
15615,5810,11992,414,1.0
15616,11309,11992,1214,1.0
15617,5549,11992,307,1.0
15618,2268,11992,331,1.0
15619,10316,11992,904,1.0
15620,6720,11992,922,1.0
15621,5565,11992,1025,1.0
15622,8722,11992,121,1.0
15623,2270,11992,659,1.0
15624,6348,11992,500,1.0
15625,2077,11992,86,1.0
15626,6407,11992,715,1.0
15627,9698,11992,433,1.0
15628,2298,11992,629,1.0
15629,1731,11992,760,1.0
15630,11818,11992,916,1.0
15631,11518,11992,9,1.0
15632,8818,11992,1233,1.0
15633,2374,11992,681,1.0
15634,2632,11992,131,1.0
15635,10296,11992,943,1.0
15636,1990,11992,1424,1.0
15637,8815,11992,1222,1.0
15638,1843,11992,766,1.0
