,statement,predicted_score
14405,http://swc2019.dice-research.org/task/dataset/s-14406,0.52
14406,http://swc2019.dice-research.org/task/dataset/s-14407,0.27
14407,http://swc2019.dice-research.org/task/dataset/s-14408,0.38
14408,http://swc2019.dice-research.org/task/dataset/s-14409,0.4
14409,http://swc2019.dice-research.org/task/dataset/s-14410,0.52
14410,http://swc2019.dice-research.org/task/dataset/s-14411,0.42
14411,http://swc2019.dice-research.org/task/dataset/s-14412,0.45
14412,http://swc2019.dice-research.org/task/dataset/s-14413,0.54
14413,http://swc2019.dice-research.org/task/dataset/s-14414,0.51
14414,http://swc2019.dice-research.org/task/dataset/s-14415,0.59
14415,http://swc2019.dice-research.org/task/dataset/s-14416,0.49
14416,http://swc2019.dice-research.org/task/dataset/s-14417,0.4
14417,http://swc2019.dice-research.org/task/dataset/s-14418,0.3
14418,http://swc2019.dice-research.org/task/dataset/s-14419,0.56
14419,http://swc2019.dice-research.org/task/dataset/s-14420,0.31
14420,http://swc2019.dice-research.org/task/dataset/s-14421,0.58
14421,http://swc2019.dice-research.org/task/dataset/s-14422,0.58
14422,http://swc2019.dice-research.org/task/dataset/s-14423,0.53
14423,http://swc2019.dice-research.org/task/dataset/s-14424,0.28
14424,http://swc2019.dice-research.org/task/dataset/s-14425,0.36
14425,http://swc2019.dice-research.org/task/dataset/s-14426,0.26
14426,http://swc2019.dice-research.org/task/dataset/s-14427,0.57
14427,http://swc2019.dice-research.org/task/dataset/s-14428,0.51
14428,http://swc2019.dice-research.org/task/dataset/s-14429,0.47
14429,http://swc2019.dice-research.org/task/dataset/s-14430,0.52
14430,http://swc2019.dice-research.org/task/dataset/s-14431,0.28
14431,http://swc2019.dice-research.org/task/dataset/s-14432,0.43
14432,http://swc2019.dice-research.org/task/dataset/s-14433,0.63
14433,http://swc2019.dice-research.org/task/dataset/s-14434,0.48
14434,http://swc2019.dice-research.org/task/dataset/s-14435,0.4
14435,http://swc2019.dice-research.org/task/dataset/s-14436,0.3
14436,http://swc2019.dice-research.org/task/dataset/s-14437,0.28
14437,http://swc2019.dice-research.org/task/dataset/s-14438,0.29
14438,http://swc2019.dice-research.org/task/dataset/s-14439,0.59
14439,http://swc2019.dice-research.org/task/dataset/s-14440,0.33
14440,http://swc2019.dice-research.org/task/dataset/s-14441,0.26
14441,http://swc2019.dice-research.org/task/dataset/s-14442,0.39
14442,http://swc2019.dice-research.org/task/dataset/s-14443,0.38
14443,http://swc2019.dice-research.org/task/dataset/s-14444,0.27
14444,http://swc2019.dice-research.org/task/dataset/s-14445,0.39
14445,http://swc2019.dice-research.org/task/dataset/s-14446,0.55
14446,http://swc2019.dice-research.org/task/dataset/s-14447,0.4
14447,http://swc2019.dice-research.org/task/dataset/s-14448,0.6
14448,http://swc2019.dice-research.org/task/dataset/s-14449,0.34
14449,http://swc2019.dice-research.org/task/dataset/s-14450,0.47
14450,http://swc2019.dice-research.org/task/dataset/s-14451,0.41
14451,http://swc2019.dice-research.org/task/dataset/s-14452,0.56
14452,http://swc2019.dice-research.org/task/dataset/s-14453,0.48
14453,http://swc2019.dice-research.org/task/dataset/s-14454,0.6
14454,http://swc2019.dice-research.org/task/dataset/s-14455,0.52
14455,http://swc2019.dice-research.org/task/dataset/s-14456,0.27
14456,http://swc2019.dice-research.org/task/dataset/s-14457,0.38
14457,http://swc2019.dice-research.org/task/dataset/s-14458,0.5
14458,http://swc2019.dice-research.org/task/dataset/s-14459,0.51
14459,http://swc2019.dice-research.org/task/dataset/s-14460,0.54
14460,http://swc2019.dice-research.org/task/dataset/s-14461,0.24
14461,http://swc2019.dice-research.org/task/dataset/s-14462,0.38
14462,http://swc2019.dice-research.org/task/dataset/s-14463,0.58
14463,http://swc2019.dice-research.org/task/dataset/s-14464,0.27
14464,http://swc2019.dice-research.org/task/dataset/s-14465,0.5
14465,http://swc2019.dice-research.org/task/dataset/s-14466,0.41
14466,http://swc2019.dice-research.org/task/dataset/s-14467,0.49
14467,http://swc2019.dice-research.org/task/dataset/s-14468,0.48
14468,http://swc2019.dice-research.org/task/dataset/s-14469,0.69
14469,http://swc2019.dice-research.org/task/dataset/s-14470,0.53
14470,http://swc2019.dice-research.org/task/dataset/s-14471,0.51
14471,http://swc2019.dice-research.org/task/dataset/s-14472,0.46
14472,http://swc2019.dice-research.org/task/dataset/s-14473,0.51
14473,http://swc2019.dice-research.org/task/dataset/s-14474,0.59
14474,http://swc2019.dice-research.org/task/dataset/s-14475,0.27
14475,http://swc2019.dice-research.org/task/dataset/s-14476,0.5
14476,http://swc2019.dice-research.org/task/dataset/s-14477,0.57
14477,http://swc2019.dice-research.org/task/dataset/s-14478,0.39
14478,http://swc2019.dice-research.org/task/dataset/s-14479,0.48
14479,http://swc2019.dice-research.org/task/dataset/s-14480,0.3
14480,http://swc2019.dice-research.org/task/dataset/s-14481,0.5
14481,http://swc2019.dice-research.org/task/dataset/s-14482,0.29
14482,http://swc2019.dice-research.org/task/dataset/s-14483,0.24
14483,http://swc2019.dice-research.org/task/dataset/s-14484,0.27
14484,http://swc2019.dice-research.org/task/dataset/s-14485,0.41
14485,http://swc2019.dice-research.org/task/dataset/s-14486,0.77
14486,http://swc2019.dice-research.org/task/dataset/s-14487,0.5
14487,http://swc2019.dice-research.org/task/dataset/s-14488,0.46
14488,http://swc2019.dice-research.org/task/dataset/s-14489,0.51
14489,http://swc2019.dice-research.org/task/dataset/s-14490,0.42
14490,http://swc2019.dice-research.org/task/dataset/s-14491,0.48
14491,http://swc2019.dice-research.org/task/dataset/s-14492,0.49
14492,http://swc2019.dice-research.org/task/dataset/s-14493,0.54
14493,http://swc2019.dice-research.org/task/dataset/s-14494,0.55
14494,http://swc2019.dice-research.org/task/dataset/s-14495,0.39
14495,http://swc2019.dice-research.org/task/dataset/s-14496,0.33
14496,http://swc2019.dice-research.org/task/dataset/s-14497,0.5
14497,http://swc2019.dice-research.org/task/dataset/s-14498,0.48
14498,http://swc2019.dice-research.org/task/dataset/s-14499,0.58
14499,http://swc2019.dice-research.org/task/dataset/s-14500,0.44
14500,http://swc2019.dice-research.org/task/dataset/s-14501,0.49
14501,http://swc2019.dice-research.org/task/dataset/s-14502,0.57
14502,http://swc2019.dice-research.org/task/dataset/s-14503,0.41
14503,http://swc2019.dice-research.org/task/dataset/s-14504,0.28
14504,http://swc2019.dice-research.org/task/dataset/s-14505,0.31
14505,http://swc2019.dice-research.org/task/dataset/s-14506,0.31
14506,http://swc2019.dice-research.org/task/dataset/s-14507,0.38
14507,http://swc2019.dice-research.org/task/dataset/s-14508,0.62
14508,http://swc2019.dice-research.org/task/dataset/s-14509,0.32
14509,http://swc2019.dice-research.org/task/dataset/s-14510,0.52
14510,http://swc2019.dice-research.org/task/dataset/s-14511,0.27
14511,http://swc2019.dice-research.org/task/dataset/s-14512,0.49
14512,http://swc2019.dice-research.org/task/dataset/s-14513,0.49
14513,http://swc2019.dice-research.org/task/dataset/s-14514,0.32
14514,http://swc2019.dice-research.org/task/dataset/s-14515,0.76
14515,http://swc2019.dice-research.org/task/dataset/s-14516,0.51
14516,http://swc2019.dice-research.org/task/dataset/s-14517,0.53
14517,http://swc2019.dice-research.org/task/dataset/s-14518,0.49
14518,http://swc2019.dice-research.org/task/dataset/s-14519,0.41
14519,http://swc2019.dice-research.org/task/dataset/s-14520,0.57
14520,http://swc2019.dice-research.org/task/dataset/s-14521,0.62
14521,http://swc2019.dice-research.org/task/dataset/s-14522,0.33
14522,http://swc2019.dice-research.org/task/dataset/s-14523,0.61
14523,http://swc2019.dice-research.org/task/dataset/s-14524,0.35
14524,http://swc2019.dice-research.org/task/dataset/s-14525,0.46
14525,http://swc2019.dice-research.org/task/dataset/s-14526,0.59
14526,http://swc2019.dice-research.org/task/dataset/s-14527,0.47
14527,http://swc2019.dice-research.org/task/dataset/s-14528,0.38
14528,http://swc2019.dice-research.org/task/dataset/s-14529,0.48
14529,http://swc2019.dice-research.org/task/dataset/s-14530,0.86
14530,http://swc2019.dice-research.org/task/dataset/s-14531,0.3
14531,http://swc2019.dice-research.org/task/dataset/s-14532,0.29
14532,http://swc2019.dice-research.org/task/dataset/s-14533,0.27
14533,http://swc2019.dice-research.org/task/dataset/s-14534,0.51
14534,http://swc2019.dice-research.org/task/dataset/s-14535,0.47
14535,http://swc2019.dice-research.org/task/dataset/s-14536,0.26
14536,http://swc2019.dice-research.org/task/dataset/s-14537,0.5
14537,http://swc2019.dice-research.org/task/dataset/s-14538,0.25
14538,http://swc2019.dice-research.org/task/dataset/s-14539,0.5
14539,http://swc2019.dice-research.org/task/dataset/s-14540,0.3
14540,http://swc2019.dice-research.org/task/dataset/s-14541,0.88
14541,http://swc2019.dice-research.org/task/dataset/s-14542,0.39
14542,http://swc2019.dice-research.org/task/dataset/s-14543,0.43
14543,http://swc2019.dice-research.org/task/dataset/s-14544,0.53
14544,http://swc2019.dice-research.org/task/dataset/s-14545,0.61
14545,http://swc2019.dice-research.org/task/dataset/s-14546,0.51
14546,http://swc2019.dice-research.org/task/dataset/s-14547,0.63
14547,http://swc2019.dice-research.org/task/dataset/s-14548,0.35
14548,http://swc2019.dice-research.org/task/dataset/s-14549,0.6
14549,http://swc2019.dice-research.org/task/dataset/s-14550,0.37
14550,http://swc2019.dice-research.org/task/dataset/s-14551,0.88
14551,http://swc2019.dice-research.org/task/dataset/s-14552,0.55
14552,http://swc2019.dice-research.org/task/dataset/s-14553,0.32
14553,http://swc2019.dice-research.org/task/dataset/s-14554,0.52
14554,http://swc2019.dice-research.org/task/dataset/s-14555,0.55
14555,http://swc2019.dice-research.org/task/dataset/s-14556,0.26
14556,http://swc2019.dice-research.org/task/dataset/s-14557,0.52
14557,http://swc2019.dice-research.org/task/dataset/s-14558,0.23
14558,http://swc2019.dice-research.org/task/dataset/s-14559,0.56
14559,http://swc2019.dice-research.org/task/dataset/s-14560,0.39
14560,http://swc2019.dice-research.org/task/dataset/s-14561,0.38
14561,http://swc2019.dice-research.org/task/dataset/s-14562,0.53
14562,http://swc2019.dice-research.org/task/dataset/s-14563,0.39
14563,http://swc2019.dice-research.org/task/dataset/s-14564,0.4
14564,http://swc2019.dice-research.org/task/dataset/s-14565,0.48
14565,http://swc2019.dice-research.org/task/dataset/s-14566,0.29
14566,http://swc2019.dice-research.org/task/dataset/s-14567,0.46
14567,http://swc2019.dice-research.org/task/dataset/s-14568,0.53
14568,http://swc2019.dice-research.org/task/dataset/s-14569,0.62
14569,http://swc2019.dice-research.org/task/dataset/s-14570,0.27
14570,http://swc2019.dice-research.org/task/dataset/s-14571,0.33
14571,http://swc2019.dice-research.org/task/dataset/s-14572,0.63
14572,http://swc2019.dice-research.org/task/dataset/s-14573,0.33
14573,http://swc2019.dice-research.org/task/dataset/s-14574,0.5
14574,http://swc2019.dice-research.org/task/dataset/s-14575,0.41
14575,http://swc2019.dice-research.org/task/dataset/s-14576,0.31
14576,http://swc2019.dice-research.org/task/dataset/s-14577,0.51
14577,http://swc2019.dice-research.org/task/dataset/s-14578,0.3
14578,http://swc2019.dice-research.org/task/dataset/s-14579,0.52
14579,http://swc2019.dice-research.org/task/dataset/s-14580,0.52
14580,http://swc2019.dice-research.org/task/dataset/s-14581,0.53
14581,http://swc2019.dice-research.org/task/dataset/s-14582,0.3
14582,http://swc2019.dice-research.org/task/dataset/s-14583,0.6
14583,http://swc2019.dice-research.org/task/dataset/s-14584,0.38
14584,http://swc2019.dice-research.org/task/dataset/s-14585,0.3
14585,http://swc2019.dice-research.org/task/dataset/s-14586,0.41
14586,http://swc2019.dice-research.org/task/dataset/s-14587,0.29
14587,http://swc2019.dice-research.org/task/dataset/s-14588,0.59
14588,http://swc2019.dice-research.org/task/dataset/s-14589,0.39
14589,http://swc2019.dice-research.org/task/dataset/s-14590,0.29
14590,http://swc2019.dice-research.org/task/dataset/s-14591,0.48
14591,http://swc2019.dice-research.org/task/dataset/s-14592,0.59
14592,http://swc2019.dice-research.org/task/dataset/s-14593,0.45
14593,http://swc2019.dice-research.org/task/dataset/s-14594,0.37
14594,http://swc2019.dice-research.org/task/dataset/s-14595,0.53
14595,http://swc2019.dice-research.org/task/dataset/s-14596,0.38
14596,http://swc2019.dice-research.org/task/dataset/s-14597,0.33
14597,http://swc2019.dice-research.org/task/dataset/s-14598,0.27
14598,http://swc2019.dice-research.org/task/dataset/s-14599,0.35
14599,http://swc2019.dice-research.org/task/dataset/s-14600,0.59
14600,http://swc2019.dice-research.org/task/dataset/s-14601,0.28
14601,http://swc2019.dice-research.org/task/dataset/s-14602,0.53
14602,http://swc2019.dice-research.org/task/dataset/s-14603,0.4
14603,http://swc2019.dice-research.org/task/dataset/s-14604,0.48
14604,http://swc2019.dice-research.org/task/dataset/s-14605,0.3
14605,http://swc2019.dice-research.org/task/dataset/s-14606,0.56
14606,http://swc2019.dice-research.org/task/dataset/s-14607,0.41
14607,http://swc2019.dice-research.org/task/dataset/s-14608,0.51
14608,http://swc2019.dice-research.org/task/dataset/s-14609,0.48
14609,http://swc2019.dice-research.org/task/dataset/s-14610,0.55
14610,http://swc2019.dice-research.org/task/dataset/s-14611,0.59
14611,http://swc2019.dice-research.org/task/dataset/s-14612,0.36
14612,http://swc2019.dice-research.org/task/dataset/s-14613,0.49
14613,http://swc2019.dice-research.org/task/dataset/s-14614,0.31
14614,http://swc2019.dice-research.org/task/dataset/s-14615,0.39
14615,http://swc2019.dice-research.org/task/dataset/s-14616,0.62
14616,http://swc2019.dice-research.org/task/dataset/s-14617,0.49
14617,http://swc2019.dice-research.org/task/dataset/s-14618,0.4
14618,http://swc2019.dice-research.org/task/dataset/s-14619,0.44
14619,http://swc2019.dice-research.org/task/dataset/s-14620,0.41
14620,http://swc2019.dice-research.org/task/dataset/s-14621,0.5
14621,http://swc2019.dice-research.org/task/dataset/s-14622,0.47
14622,http://swc2019.dice-research.org/task/dataset/s-14623,0.52
14623,http://swc2019.dice-research.org/task/dataset/s-14624,0.42
14624,http://swc2019.dice-research.org/task/dataset/s-14625,0.3
14625,http://swc2019.dice-research.org/task/dataset/s-14626,0.62
14626,http://swc2019.dice-research.org/task/dataset/s-14627,0.5
14627,http://swc2019.dice-research.org/task/dataset/s-14628,0.33
14628,http://swc2019.dice-research.org/task/dataset/s-14629,0.51
14629,http://swc2019.dice-research.org/task/dataset/s-14630,0.34
14630,http://swc2019.dice-research.org/task/dataset/s-14631,0.41
14631,http://swc2019.dice-research.org/task/dataset/s-14632,0.47
14632,http://swc2019.dice-research.org/task/dataset/s-14633,0.47
14633,http://swc2019.dice-research.org/task/dataset/s-14634,0.52
14634,http://swc2019.dice-research.org/task/dataset/s-14635,0.59
14635,http://swc2019.dice-research.org/task/dataset/s-14636,0.62
14636,http://swc2019.dice-research.org/task/dataset/s-14637,0.32
14637,http://swc2019.dice-research.org/task/dataset/s-14638,0.39
14638,http://swc2019.dice-research.org/task/dataset/s-14639,0.48
14639,http://swc2019.dice-research.org/task/dataset/s-14640,0.41
14640,http://swc2019.dice-research.org/task/dataset/s-14641,0.48
14641,http://swc2019.dice-research.org/task/dataset/s-14642,0.57
14642,http://swc2019.dice-research.org/task/dataset/s-14643,0.31
14643,http://swc2019.dice-research.org/task/dataset/s-14644,0.31
14644,http://swc2019.dice-research.org/task/dataset/s-14645,0.68
14645,http://swc2019.dice-research.org/task/dataset/s-14646,0.32
14646,http://swc2019.dice-research.org/task/dataset/s-14647,0.31
14647,http://swc2019.dice-research.org/task/dataset/s-14648,0.55
14648,http://swc2019.dice-research.org/task/dataset/s-14649,0.35
14649,http://swc2019.dice-research.org/task/dataset/s-14650,0.5
14650,http://swc2019.dice-research.org/task/dataset/s-14651,0.33
14651,http://swc2019.dice-research.org/task/dataset/s-14652,0.57
14652,http://swc2019.dice-research.org/task/dataset/s-14653,0.3
14653,http://swc2019.dice-research.org/task/dataset/s-14654,0.3
14654,http://swc2019.dice-research.org/task/dataset/s-14655,0.29
14655,http://swc2019.dice-research.org/task/dataset/s-14656,0.43
14656,http://swc2019.dice-research.org/task/dataset/s-14657,0.43
14657,http://swc2019.dice-research.org/task/dataset/s-14658,0.51
14658,http://swc2019.dice-research.org/task/dataset/s-14659,0.36
14659,http://swc2019.dice-research.org/task/dataset/s-14660,0.51
14660,http://swc2019.dice-research.org/task/dataset/s-14661,0.56
14661,http://swc2019.dice-research.org/task/dataset/s-14662,0.46
14662,http://swc2019.dice-research.org/task/dataset/s-14663,0.38
14663,http://swc2019.dice-research.org/task/dataset/s-14664,0.27
14664,http://swc2019.dice-research.org/task/dataset/s-14665,0.28
14665,http://swc2019.dice-research.org/task/dataset/s-14666,0.42
14666,http://swc2019.dice-research.org/task/dataset/s-14667,0.48
14667,http://swc2019.dice-research.org/task/dataset/s-14668,0.55
14668,http://swc2019.dice-research.org/task/dataset/s-14669,0.38
14669,http://swc2019.dice-research.org/task/dataset/s-14670,0.44
14670,http://swc2019.dice-research.org/task/dataset/s-14671,0.53
14671,http://swc2019.dice-research.org/task/dataset/s-14672,0.41
14672,http://swc2019.dice-research.org/task/dataset/s-14673,0.51
14673,http://swc2019.dice-research.org/task/dataset/s-14674,0.35
14674,http://swc2019.dice-research.org/task/dataset/s-14675,0.5
14675,http://swc2019.dice-research.org/task/dataset/s-14676,0.52
14676,http://swc2019.dice-research.org/task/dataset/s-14677,0.44
14677,http://swc2019.dice-research.org/task/dataset/s-14678,0.5
14678,http://swc2019.dice-research.org/task/dataset/s-14679,0.49
14679,http://swc2019.dice-research.org/task/dataset/s-14680,0.44
14680,http://swc2019.dice-research.org/task/dataset/s-14681,0.3
14681,http://swc2019.dice-research.org/task/dataset/s-14682,0.58
14682,http://swc2019.dice-research.org/task/dataset/s-14683,0.32
14683,http://swc2019.dice-research.org/task/dataset/s-14684,0.58
14684,http://swc2019.dice-research.org/task/dataset/s-14685,0.53
14685,http://swc2019.dice-research.org/task/dataset/s-14686,0.46
14686,http://swc2019.dice-research.org/task/dataset/s-14687,0.33
14687,http://swc2019.dice-research.org/task/dataset/s-14688,0.54
14688,http://swc2019.dice-research.org/task/dataset/s-14689,0.51
14689,http://swc2019.dice-research.org/task/dataset/s-14690,0.51
14690,http://swc2019.dice-research.org/task/dataset/s-14691,0.37
14691,http://swc2019.dice-research.org/task/dataset/s-14692,0.4
14692,http://swc2019.dice-research.org/task/dataset/s-14693,0.51
14693,http://swc2019.dice-research.org/task/dataset/s-14694,0.5
14694,http://swc2019.dice-research.org/task/dataset/s-14695,0.51
14695,http://swc2019.dice-research.org/task/dataset/s-14696,0.28
14696,http://swc2019.dice-research.org/task/dataset/s-14697,0.58
14697,http://swc2019.dice-research.org/task/dataset/s-14698,0.36
14698,http://swc2019.dice-research.org/task/dataset/s-14699,0.88
14699,http://swc2019.dice-research.org/task/dataset/s-14700,0.3
14700,http://swc2019.dice-research.org/task/dataset/s-14701,0.27
14701,http://swc2019.dice-research.org/task/dataset/s-14702,0.42
14702,http://swc2019.dice-research.org/task/dataset/s-14703,0.52
14703,http://swc2019.dice-research.org/task/dataset/s-14704,0.27
14704,http://swc2019.dice-research.org/task/dataset/s-14705,0.44
14705,http://swc2019.dice-research.org/task/dataset/s-14706,0.5
14706,http://swc2019.dice-research.org/task/dataset/s-14707,0.9
14707,http://swc2019.dice-research.org/task/dataset/s-14708,0.29
14708,http://swc2019.dice-research.org/task/dataset/s-14709,0.57
14709,http://swc2019.dice-research.org/task/dataset/s-14710,0.56
14710,http://swc2019.dice-research.org/task/dataset/s-14711,0.41
14711,http://swc2019.dice-research.org/task/dataset/s-14712,0.38
14712,http://swc2019.dice-research.org/task/dataset/s-14713,0.48
14713,http://swc2019.dice-research.org/task/dataset/s-14714,0.54
14714,http://swc2019.dice-research.org/task/dataset/s-14715,0.61
14715,http://swc2019.dice-research.org/task/dataset/s-14716,0.49
14716,http://swc2019.dice-research.org/task/dataset/s-14717,0.27
14717,http://swc2019.dice-research.org/task/dataset/s-14718,0.4
14718,http://swc2019.dice-research.org/task/dataset/s-14719,0.47
14719,http://swc2019.dice-research.org/task/dataset/s-14720,0.41
14720,http://swc2019.dice-research.org/task/dataset/s-14721,0.28
14721,http://swc2019.dice-research.org/task/dataset/s-14722,0.51
14722,http://swc2019.dice-research.org/task/dataset/s-14723,0.26
14723,http://swc2019.dice-research.org/task/dataset/s-14724,0.27
14724,http://swc2019.dice-research.org/task/dataset/s-14725,0.39
14725,http://swc2019.dice-research.org/task/dataset/s-14726,0.39
14726,http://swc2019.dice-research.org/task/dataset/s-14727,0.33
14727,http://swc2019.dice-research.org/task/dataset/s-14728,0.52
14728,http://swc2019.dice-research.org/task/dataset/s-14729,0.43
14729,http://swc2019.dice-research.org/task/dataset/s-14730,0.35
14730,http://swc2019.dice-research.org/task/dataset/s-14731,0.38
14731,http://swc2019.dice-research.org/task/dataset/s-14732,0.26
14732,http://swc2019.dice-research.org/task/dataset/s-14733,0.51
14733,http://swc2019.dice-research.org/task/dataset/s-14734,0.44
14734,http://swc2019.dice-research.org/task/dataset/s-14735,0.36
14735,http://swc2019.dice-research.org/task/dataset/s-14736,0.37
14736,http://swc2019.dice-research.org/task/dataset/s-14737,0.48
14737,http://swc2019.dice-research.org/task/dataset/s-14738,0.49
14738,http://swc2019.dice-research.org/task/dataset/s-14739,0.27
14739,http://swc2019.dice-research.org/task/dataset/s-14740,0.33
14740,http://swc2019.dice-research.org/task/dataset/s-14741,0.5
14741,http://swc2019.dice-research.org/task/dataset/s-14742,0.3
14742,http://swc2019.dice-research.org/task/dataset/s-14743,0.5
14743,http://swc2019.dice-research.org/task/dataset/s-14744,0.53
14744,http://swc2019.dice-research.org/task/dataset/s-14745,0.27
14745,http://swc2019.dice-research.org/task/dataset/s-14746,0.81
14746,http://swc2019.dice-research.org/task/dataset/s-14747,0.36
14747,http://swc2019.dice-research.org/task/dataset/s-14748,0.42
14748,http://swc2019.dice-research.org/task/dataset/s-14749,0.34
14749,http://swc2019.dice-research.org/task/dataset/s-14750,0.31
14750,http://swc2019.dice-research.org/task/dataset/s-14751,0.4
14751,http://swc2019.dice-research.org/task/dataset/s-14752,0.56
14752,http://swc2019.dice-research.org/task/dataset/s-14753,0.5
14753,http://swc2019.dice-research.org/task/dataset/s-14754,0.54
14754,http://swc2019.dice-research.org/task/dataset/s-14755,0.53
14755,http://swc2019.dice-research.org/task/dataset/s-14756,0.3
14756,http://swc2019.dice-research.org/task/dataset/s-14757,0.32
14757,http://swc2019.dice-research.org/task/dataset/s-14758,0.5
14758,http://swc2019.dice-research.org/task/dataset/s-14759,0.34
14759,http://swc2019.dice-research.org/task/dataset/s-14760,0.47
14760,http://swc2019.dice-research.org/task/dataset/s-14761,0.42
14761,http://swc2019.dice-research.org/task/dataset/s-14762,0.51
14762,http://swc2019.dice-research.org/task/dataset/s-14763,0.35
14763,http://swc2019.dice-research.org/task/dataset/s-14764,0.27
14764,http://swc2019.dice-research.org/task/dataset/s-14765,0.3
14765,http://swc2019.dice-research.org/task/dataset/s-14766,0.26
14766,http://swc2019.dice-research.org/task/dataset/s-14767,0.76
14767,http://swc2019.dice-research.org/task/dataset/s-14768,0.27
14768,http://swc2019.dice-research.org/task/dataset/s-14769,0.54
14769,http://swc2019.dice-research.org/task/dataset/s-14770,0.4
14770,http://swc2019.dice-research.org/task/dataset/s-14771,0.48
14771,http://swc2019.dice-research.org/task/dataset/s-14772,0.56
14772,http://swc2019.dice-research.org/task/dataset/s-14773,0.49
14773,http://swc2019.dice-research.org/task/dataset/s-14774,0.51
14774,http://swc2019.dice-research.org/task/dataset/s-14775,0.27
14775,http://swc2019.dice-research.org/task/dataset/s-14776,0.38
14776,http://swc2019.dice-research.org/task/dataset/s-14777,0.58
14777,http://swc2019.dice-research.org/task/dataset/s-14778,0.4
14778,http://swc2019.dice-research.org/task/dataset/s-14779,0.46
14779,http://swc2019.dice-research.org/task/dataset/s-14780,0.29
14780,http://swc2019.dice-research.org/task/dataset/s-14781,0.33
14781,http://swc2019.dice-research.org/task/dataset/s-14782,0.35
14782,http://swc2019.dice-research.org/task/dataset/s-14783,0.49
14783,http://swc2019.dice-research.org/task/dataset/s-14784,0.29
14784,http://swc2019.dice-research.org/task/dataset/s-14785,0.57
14785,http://swc2019.dice-research.org/task/dataset/s-14786,0.43
14786,http://swc2019.dice-research.org/task/dataset/s-14787,0.47
14787,http://swc2019.dice-research.org/task/dataset/s-14788,0.5
14788,http://swc2019.dice-research.org/task/dataset/s-14789,0.28
14789,http://swc2019.dice-research.org/task/dataset/s-14790,0.5
14790,http://swc2019.dice-research.org/task/dataset/s-14791,0.52
14791,http://swc2019.dice-research.org/task/dataset/s-14792,0.3
14792,http://swc2019.dice-research.org/task/dataset/s-14793,0.61
14793,http://swc2019.dice-research.org/task/dataset/s-14794,0.26
14794,http://swc2019.dice-research.org/task/dataset/s-14795,0.46
14795,http://swc2019.dice-research.org/task/dataset/s-14796,0.27
14796,http://swc2019.dice-research.org/task/dataset/s-14797,0.48
14797,http://swc2019.dice-research.org/task/dataset/s-14798,0.51
14798,http://swc2019.dice-research.org/task/dataset/s-14799,0.48
14799,http://swc2019.dice-research.org/task/dataset/s-14800,0.26
14800,http://swc2019.dice-research.org/task/dataset/s-14801,0.27
14801,http://swc2019.dice-research.org/task/dataset/s-14802,0.45
14802,http://swc2019.dice-research.org/task/dataset/s-14803,0.27
14803,http://swc2019.dice-research.org/task/dataset/s-14804,0.54
14804,http://swc2019.dice-research.org/task/dataset/s-14805,0.26
14805,http://swc2019.dice-research.org/task/dataset/s-14806,0.26
14806,http://swc2019.dice-research.org/task/dataset/s-14807,0.49
14807,http://swc2019.dice-research.org/task/dataset/s-14808,0.52
14808,http://swc2019.dice-research.org/task/dataset/s-14809,0.5
14809,http://swc2019.dice-research.org/task/dataset/s-14810,0.49
14810,http://swc2019.dice-research.org/task/dataset/s-14811,0.51
14811,http://swc2019.dice-research.org/task/dataset/s-14812,0.4
14812,http://swc2019.dice-research.org/task/dataset/s-14813,0.4
14813,http://swc2019.dice-research.org/task/dataset/s-14814,0.27
14814,http://swc2019.dice-research.org/task/dataset/s-14815,0.4
14815,http://swc2019.dice-research.org/task/dataset/s-14816,0.49
14816,http://swc2019.dice-research.org/task/dataset/s-14817,0.33
14817,http://swc2019.dice-research.org/task/dataset/s-14818,0.4
14818,http://swc2019.dice-research.org/task/dataset/s-14819,0.39
14819,http://swc2019.dice-research.org/task/dataset/s-14820,0.51
14820,http://swc2019.dice-research.org/task/dataset/s-14821,0.53
14821,http://swc2019.dice-research.org/task/dataset/s-14822,0.47
14822,http://swc2019.dice-research.org/task/dataset/s-14823,0.28
14823,http://swc2019.dice-research.org/task/dataset/s-14824,0.48
14824,http://swc2019.dice-research.org/task/dataset/s-14825,0.51
14825,http://swc2019.dice-research.org/task/dataset/s-14826,0.53
14826,http://swc2019.dice-research.org/task/dataset/s-14827,0.46
14827,http://swc2019.dice-research.org/task/dataset/s-14828,0.41
14828,http://swc2019.dice-research.org/task/dataset/s-14829,0.5
14829,http://swc2019.dice-research.org/task/dataset/s-14830,0.49
14830,http://swc2019.dice-research.org/task/dataset/s-14831,0.34
14831,http://swc2019.dice-research.org/task/dataset/s-14832,0.35
14832,http://swc2019.dice-research.org/task/dataset/s-14833,0.74
14833,http://swc2019.dice-research.org/task/dataset/s-14834,0.5
14834,http://swc2019.dice-research.org/task/dataset/s-14835,0.5
14835,http://swc2019.dice-research.org/task/dataset/s-14836,0.24
14836,http://swc2019.dice-research.org/task/dataset/s-14837,0.29
14837,http://swc2019.dice-research.org/task/dataset/s-14838,0.25
14838,http://swc2019.dice-research.org/task/dataset/s-14839,0.52
14839,http://swc2019.dice-research.org/task/dataset/s-14840,0.52
14840,http://swc2019.dice-research.org/task/dataset/s-14841,0.36
14841,http://swc2019.dice-research.org/task/dataset/s-14842,0.33
